sample_id,label,source_dataset,label_type,latitude,longitude,acquisition_time,firms_observation_id,cloud_cover,industrial_distance_km,osm_industrial_type,bands,image_path,quality,notes
ind_seed_0167,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,22.348,84.988,2026-09-06T05:12:00Z,,18.2,1.1,steel_works,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0167.npz,GOOD,Industrial benchmark candidate: Rourkela Steel Complex (steel_works at 1.1 km)
ind_seed_0168,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,21.838,72.708,2026-09-06T05:12:00Z,,20.4,1.25,chemical_storage,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0168.npz,GOOD,Industrial benchmark candidate: Dahej Petroleum & Chemical SEZ (chemical_storage at 1.25 km)
ind_seed_0169,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,20.498,73.038,2026-09-06T05:12:00Z,,22.6,1.4,manufacturing_chemical,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0169.npz,GOOD,Industrial benchmark candidate: Vapi GIDC Chemical Estate (manufacturing_chemical at 1.4 km)
ind_seed_0170,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,20.968,85.228,2026-09-06T05:12:00Z,,24.8,1.55,aluminum_smelter,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0170.npz,GOOD,Industrial benchmark candidate: Angul Industrial Smelter (aluminum_smelter at 1.55 km)
ind_seed_0171,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,22.516,69.966,2026-09-06T05:12:00Z,,27.0,0.2,refinery,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0171.npz,GOOD,Industrial benchmark candidate: Jamnagar Refinery Complex (refinery at 0.2 km)
ind_seed_0172,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,21.316,81.516,2026-09-06T05:12:00Z,,29.2,0.35,steel_mill,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0172.npz,GOOD,Industrial benchmark candidate: Bhilai Steel Plant (steel_mill at 0.35 km)
ind_seed_0173,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,21.246,72.786,2026-09-06T05:12:00Z,,31.4,0.5,chemical_petrochemical,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0173.npz,ACCEPTABLE,Industrial benchmark candidate: Hazira Industrial Hub (chemical_petrochemical at 0.5 km)
ind_seed_0174,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,17.766,83.316,2026-09-06T05:12:00Z,,33.6,0.65,metallurgy_port,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0174.npz,ACCEPTABLE,Industrial benchmark candidate: Visakhapatnam Steel & Industrial Zone (metallurgy_port at 0.65 km)
ind_seed_0175,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,13.296,80.396,2026-09-06T05:12:00Z,,35.8,0.8,petrochemical,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0175.npz,ACCEPTABLE,Industrial benchmark candidate: Manali Petrochemical Complex Chennai (petrochemical at 0.8 km)
ind_seed_0176,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,24.336,82.806,2026-09-06T05:12:00Z,,38.0,0.95,power_plant,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0176.npz,ACCEPTABLE,Industrial benchmark candidate: Singrauli Super Thermal Power & Coal Belt (power_plant at 0.95 km)
ind_seed_0177,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,22.356,84.996,2026-09-06T05:12:00Z,,40.2,1.1,steel_works,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0177.npz,ACCEPTABLE,Industrial benchmark candidate: Rourkela Steel Complex (steel_works at 1.1 km)
ind_seed_0178,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,21.846,72.716,2026-09-06T05:12:00Z,,42.4,1.25,chemical_storage,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0178.npz,ACCEPTABLE,Industrial benchmark candidate: Dahej Petroleum & Chemical SEZ (chemical_storage at 1.25 km)
ind_seed_0179,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,20.506,73.046,2026-09-06T05:12:00Z,,44.6,1.4,manufacturing_chemical,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0179.npz,ACCEPTABLE,Industrial benchmark candidate: Vapi GIDC Chemical Estate (manufacturing_chemical at 1.4 km)
ind_seed_0180,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,20.976,85.236,2026-09-06T05:12:00Z,,46.8,1.55,aluminum_smelter,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0180.npz,ACCEPTABLE,Industrial benchmark candidate: Angul Industrial Smelter (aluminum_smelter at 1.55 km)
ind_seed_0181,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,22.524,69.974,2026-09-06T05:12:00Z,,5.0,0.2,refinery,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0181.npz,GOOD,Industrial benchmark candidate: Jamnagar Refinery Complex (refinery at 0.2 km)
ind_seed_0182,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,21.324,81.524,2026-09-06T05:12:00Z,,7.2,0.35,steel_mill,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0182.npz,GOOD,Industrial benchmark candidate: Bhilai Steel Plant (steel_mill at 0.35 km)
ind_seed_0183,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,21.254,72.794,2026-09-06T05:12:00Z,,9.4,0.5,chemical_petrochemical,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0183.npz,GOOD,Industrial benchmark candidate: Hazira Industrial Hub (chemical_petrochemical at 0.5 km)
ind_seed_0184,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,17.774,83.324,2026-09-06T05:12:00Z,,11.6,0.65,metallurgy_port,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0184.npz,GOOD,Industrial benchmark candidate: Visakhapatnam Steel & Industrial Zone (metallurgy_port at 0.65 km)
ind_seed_0185,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,13.304,80.404,2026-09-06T05:12:00Z,,13.8,0.8,petrochemical,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0185.npz,GOOD,Industrial benchmark candidate: Manali Petrochemical Complex Chennai (petrochemical at 0.8 km)
ind_seed_0186,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,24.344,82.814,2026-09-06T05:12:00Z,,16.0,0.95,power_plant,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0186.npz,GOOD,Industrial benchmark candidate: Singrauli Super Thermal Power & Coal Belt (power_plant at 0.95 km)
ind_seed_0187,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,22.364,85.004,2026-09-06T05:12:00Z,,18.2,1.1,steel_works,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0187.npz,GOOD,Industrial benchmark candidate: Rourkela Steel Complex (steel_works at 1.1 km)
ind_seed_0188,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,21.854,72.724,2026-09-06T05:12:00Z,,20.4,1.25,chemical_storage,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0188.npz,GOOD,Industrial benchmark candidate: Dahej Petroleum & Chemical SEZ (chemical_storage at 1.25 km)
ind_seed_0189,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,20.514,73.054,2026-09-06T05:12:00Z,,22.6,1.4,manufacturing_chemical,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0189.npz,GOOD,Industrial benchmark candidate: Vapi GIDC Chemical Estate (manufacturing_chemical at 1.4 km)
ind_seed_0190,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,20.984,85.244,2026-09-06T05:12:00Z,,24.8,1.55,aluminum_smelter,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0190.npz,GOOD,Industrial benchmark candidate: Angul Industrial Smelter (aluminum_smelter at 1.55 km)
ind_seed_0191,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,22.532,69.982,2026-09-06T05:12:00Z,,27.0,0.2,refinery,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0191.npz,GOOD,Industrial benchmark candidate: Jamnagar Refinery Complex (refinery at 0.2 km)
ind_seed_0192,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,21.332,81.532,2026-09-06T05:12:00Z,,29.2,0.35,steel_mill,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0192.npz,GOOD,Industrial benchmark candidate: Bhilai Steel Plant (steel_mill at 0.35 km)
ind_seed_0193,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,21.262,72.802,2026-09-06T05:12:00Z,,31.4,0.5,chemical_petrochemical,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0193.npz,ACCEPTABLE,Industrial benchmark candidate: Hazira Industrial Hub (chemical_petrochemical at 0.5 km)
ind_seed_0194,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,17.782,83.332,2026-09-06T05:12:00Z,,33.6,0.65,metallurgy_port,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0194.npz,ACCEPTABLE,Industrial benchmark candidate: Visakhapatnam Steel & Industrial Zone (metallurgy_port at 0.65 km)
ind_seed_0195,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,13.312,80.412,2026-09-06T05:12:00Z,,35.8,0.8,petrochemical,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0195.npz,ACCEPTABLE,Industrial benchmark candidate: Manali Petrochemical Complex Chennai (petrochemical at 0.8 km)
ind_seed_0196,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,24.352,82.822,2026-09-06T05:12:00Z,,38.0,0.95,power_plant,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0196.npz,ACCEPTABLE,Industrial benchmark candidate: Singrauli Super Thermal Power & Coal Belt (power_plant at 0.95 km)
ind_seed_0197,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,22.372,85.012,2026-09-06T05:12:00Z,,40.2,1.1,steel_works,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0197.npz,ACCEPTABLE,Industrial benchmark candidate: Rourkela Steel Complex (steel_works at 1.1 km)
ind_seed_0198,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,21.862,72.732,2026-09-06T05:12:00Z,,42.4,1.25,chemical_storage,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0198.npz,ACCEPTABLE,Industrial benchmark candidate: Dahej Petroleum & Chemical SEZ (chemical_storage at 1.25 km)
ind_seed_0199,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,20.522,73.062,2026-09-06T05:12:00Z,,44.6,1.4,manufacturing_chemical,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0199.npz,ACCEPTABLE,Industrial benchmark candidate: Vapi GIDC Chemical Estate (manufacturing_chemical at 1.4 km)
ind_seed_0200,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,20.992,85.252,2026-09-06T05:12:00Z,,46.8,1.55,aluminum_smelter,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0200.npz,ACCEPTABLE,Industrial benchmark candidate: Angul Industrial Smelter (aluminum_smelter at 1.55 km)
ind_seed_0201,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,22.54,69.99,2026-09-06T05:12:00Z,,5.0,0.2,refinery,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0201.npz,GOOD,Industrial benchmark candidate: Jamnagar Refinery Complex (refinery at 0.2 km)
ind_seed_0202,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,21.34,81.54,2026-09-06T05:12:00Z,,7.2,0.35,steel_mill,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0202.npz,GOOD,Industrial benchmark candidate: Bhilai Steel Plant (steel_mill at 0.35 km)
ind_seed_0203,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,21.27,72.81,2026-09-06T05:12:00Z,,9.4,0.5,chemical_petrochemical,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0203.npz,GOOD,Industrial benchmark candidate: Hazira Industrial Hub (chemical_petrochemical at 0.5 km)
ind_seed_0204,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,17.79,83.34,2026-09-06T05:12:00Z,,11.6,0.65,metallurgy_port,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0204.npz,GOOD,Industrial benchmark candidate: Visakhapatnam Steel & Industrial Zone (metallurgy_port at 0.65 km)
ind_seed_0205,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,13.32,80.42,2026-09-06T05:12:00Z,,13.8,0.8,petrochemical,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0205.npz,GOOD,Industrial benchmark candidate: Manali Petrochemical Complex Chennai (petrochemical at 0.8 km)
ind_seed_0206,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,24.36,82.83,2026-09-06T05:12:00Z,,16.0,0.95,power_plant,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0206.npz,GOOD,Industrial benchmark candidate: Singrauli Super Thermal Power & Coal Belt (power_plant at 0.95 km)
ind_seed_0207,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,22.38,85.02,2026-09-06T05:12:00Z,,18.2,1.1,steel_works,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0207.npz,GOOD,Industrial benchmark candidate: Rourkela Steel Complex (steel_works at 1.1 km)
ind_seed_0208,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,21.87,72.74,2026-09-06T05:12:00Z,,20.4,1.25,chemical_storage,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0208.npz,GOOD,Industrial benchmark candidate: Dahej Petroleum & Chemical SEZ (chemical_storage at 1.25 km)
ind_seed_0209,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,20.53,73.07,2026-09-06T05:12:00Z,,22.6,1.4,manufacturing_chemical,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0209.npz,GOOD,Industrial benchmark candidate: Vapi GIDC Chemical Estate (manufacturing_chemical at 1.4 km)
ind_seed_0210,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,21.0,85.26,2026-09-06T05:12:00Z,,24.8,1.55,aluminum_smelter,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0210.npz,GOOD,Industrial benchmark candidate: Angul Industrial Smelter (aluminum_smelter at 1.55 km)
ind_seed_0211,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,22.548,69.998,2026-09-06T05:12:00Z,,27.0,0.2,refinery,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0211.npz,GOOD,Industrial benchmark candidate: Jamnagar Refinery Complex (refinery at 0.2 km)
ind_seed_0212,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,21.348,81.548,2026-09-06T05:12:00Z,,29.2,0.35,steel_mill,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0212.npz,GOOD,Industrial benchmark candidate: Bhilai Steel Plant (steel_mill at 0.35 km)
ind_seed_0213,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,21.278,72.818,2026-09-06T05:12:00Z,,31.4,0.5,chemical_petrochemical,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0213.npz,ACCEPTABLE,Industrial benchmark candidate: Hazira Industrial Hub (chemical_petrochemical at 0.5 km)
ind_seed_0214,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,17.798,83.348,2026-09-06T05:12:00Z,,33.6,0.65,metallurgy_port,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0214.npz,ACCEPTABLE,Industrial benchmark candidate: Visakhapatnam Steel & Industrial Zone (metallurgy_port at 0.65 km)
ind_seed_0215,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,13.328,80.428,2026-09-06T05:12:00Z,,35.8,0.8,petrochemical,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0215.npz,ACCEPTABLE,Industrial benchmark candidate: Manali Petrochemical Complex Chennai (petrochemical at 0.8 km)
ind_seed_0216,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,24.368,82.838,2026-09-06T05:12:00Z,,38.0,0.95,power_plant,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0216.npz,ACCEPTABLE,Industrial benchmark candidate: Singrauli Super Thermal Power & Coal Belt (power_plant at 0.95 km)
ind_seed_0217,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,22.388,85.028,2026-09-06T05:12:00Z,,40.2,1.1,steel_works,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0217.npz,ACCEPTABLE,Industrial benchmark candidate: Rourkela Steel Complex (steel_works at 1.1 km)
ind_seed_0218,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,21.878,72.748,2026-09-06T05:12:00Z,,42.4,1.25,chemical_storage,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0218.npz,ACCEPTABLE,Industrial benchmark candidate: Dahej Petroleum & Chemical SEZ (chemical_storage at 1.25 km)
ind_seed_0219,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,20.538,73.078,2026-09-06T05:12:00Z,,44.6,1.4,manufacturing_chemical,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0219.npz,ACCEPTABLE,Industrial benchmark candidate: Vapi GIDC Chemical Estate (manufacturing_chemical at 1.4 km)
ind_seed_0220,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,21.008,85.268,2026-09-06T05:12:00Z,,46.8,1.55,aluminum_smelter,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0220.npz,ACCEPTABLE,Industrial benchmark candidate: Angul Industrial Smelter (aluminum_smelter at 1.55 km)
ind_seed_0221,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,22.556,70.006,2026-09-06T05:12:00Z,,5.0,0.2,refinery,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0221.npz,GOOD,Industrial benchmark candidate: Jamnagar Refinery Complex (refinery at 0.2 km)
ind_seed_0222,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,21.356,81.556,2026-09-06T05:12:00Z,,7.2,0.35,steel_mill,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0222.npz,GOOD,Industrial benchmark candidate: Bhilai Steel Plant (steel_mill at 0.35 km)
ind_seed_0223,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,21.286,72.826,2026-09-06T05:12:00Z,,9.4,0.5,chemical_petrochemical,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0223.npz,GOOD,Industrial benchmark candidate: Hazira Industrial Hub (chemical_petrochemical at 0.5 km)
ind_seed_0224,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,17.806,83.356,2026-09-06T05:12:00Z,,11.6,0.65,metallurgy_port,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0224.npz,GOOD,Industrial benchmark candidate: Visakhapatnam Steel & Industrial Zone (metallurgy_port at 0.65 km)
ind_seed_0225,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,13.336,80.436,2026-09-06T05:12:00Z,,13.8,0.8,petrochemical,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0225.npz,GOOD,Industrial benchmark candidate: Manali Petrochemical Complex Chennai (petrochemical at 0.8 km)
ind_seed_0226,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,24.376,82.846,2026-09-06T05:12:00Z,,16.0,0.95,power_plant,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0226.npz,GOOD,Industrial benchmark candidate: Singrauli Super Thermal Power & Coal Belt (power_plant at 0.95 km)
ind_seed_0227,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,22.396,85.036,2026-09-06T05:12:00Z,,18.2,1.1,steel_works,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0227.npz,GOOD,Industrial benchmark candidate: Rourkela Steel Complex (steel_works at 1.1 km)
ind_seed_0228,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,21.886,72.756,2026-09-06T05:12:00Z,,20.4,1.25,chemical_storage,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0228.npz,GOOD,Industrial benchmark candidate: Dahej Petroleum & Chemical SEZ (chemical_storage at 1.25 km)
ind_seed_0229,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,20.546,73.086,2026-09-06T05:12:00Z,,22.6,1.4,manufacturing_chemical,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0229.npz,GOOD,Industrial benchmark candidate: Vapi GIDC Chemical Estate (manufacturing_chemical at 1.4 km)
ind_seed_0230,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,21.016,85.276,2026-09-06T05:12:00Z,,24.8,1.55,aluminum_smelter,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0230.npz,GOOD,Industrial benchmark candidate: Angul Industrial Smelter (aluminum_smelter at 1.55 km)
ind_seed_0231,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,22.564,70.014,2026-09-06T05:12:00Z,,27.0,0.2,refinery,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0231.npz,GOOD,Industrial benchmark candidate: Jamnagar Refinery Complex (refinery at 0.2 km)
ind_seed_0232,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,21.364,81.564,2026-09-06T05:12:00Z,,29.2,0.35,steel_mill,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0232.npz,GOOD,Industrial benchmark candidate: Bhilai Steel Plant (steel_mill at 0.35 km)
ind_seed_0233,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,21.294,72.834,2026-09-06T05:12:00Z,,31.4,0.5,chemical_petrochemical,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0233.npz,ACCEPTABLE,Industrial benchmark candidate: Hazira Industrial Hub (chemical_petrochemical at 0.5 km)
ind_seed_0234,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,17.814,83.364,2026-09-06T05:12:00Z,,33.6,0.65,metallurgy_port,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0234.npz,ACCEPTABLE,Industrial benchmark candidate: Visakhapatnam Steel & Industrial Zone (metallurgy_port at 0.65 km)
ind_seed_0235,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,13.344,80.444,2026-09-06T05:12:00Z,,35.8,0.8,petrochemical,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0235.npz,ACCEPTABLE,Industrial benchmark candidate: Manali Petrochemical Complex Chennai (petrochemical at 0.8 km)
ind_seed_0236,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,24.384,82.854,2026-09-06T05:12:00Z,,38.0,0.95,power_plant,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0236.npz,ACCEPTABLE,Industrial benchmark candidate: Singrauli Super Thermal Power & Coal Belt (power_plant at 0.95 km)
ind_seed_0237,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,22.404,85.044,2026-09-06T05:12:00Z,,40.2,1.1,steel_works,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0237.npz,ACCEPTABLE,Industrial benchmark candidate: Rourkela Steel Complex (steel_works at 1.1 km)
ind_seed_0238,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,21.894,72.764,2026-09-06T05:12:00Z,,42.4,1.25,chemical_storage,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0238.npz,ACCEPTABLE,Industrial benchmark candidate: Dahej Petroleum & Chemical SEZ (chemical_storage at 1.25 km)
ind_seed_0239,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,20.554,73.094,2026-09-06T05:12:00Z,,44.6,1.4,manufacturing_chemical,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0239.npz,ACCEPTABLE,Industrial benchmark candidate: Vapi GIDC Chemical Estate (manufacturing_chemical at 1.4 km)
ind_seed_0240,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,21.024,85.284,2026-09-06T05:12:00Z,,46.8,1.55,aluminum_smelter,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0240.npz,ACCEPTABLE,Industrial benchmark candidate: Angul Industrial Smelter (aluminum_smelter at 1.55 km)
ind_seed_0241,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,22.572,70.022,2026-09-06T05:12:00Z,,5.0,0.2,refinery,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0241.npz,GOOD,Industrial benchmark candidate: Jamnagar Refinery Complex (refinery at 0.2 km)
ind_seed_0242,INDUSTRIAL_FIRE,FIRMS_OSM_INDUSTRIAL_WEAK,WEAK_LABEL,21.372,81.572,2026-09-06T05:12:00Z,,7.2,0.35,steel_mill,"B02,B03,B04,B08,B11,B12",samples/ind_seed_0242.npz,GOOD,Industrial benchmark candidate: Bhilai Steel Plant (steel_mill at 0.35 km)
